event_id_cnty;event_date;year;time_precision;disorder_type;event_type;sub_event_type;actor1;assoc_actor_1;inter1;actor2;assoc_actor_2;inter2;interaction;civilian_targeting;iso;region;country;admin1;admin2;admin3;location;latitude;longitude;geo_precision;source;source_scale;notes;fatalities;tags;timestamp
NIG31749;"27 June 2023";2023;2;"Political violence";Battles;"Armed clash";"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;22;;566;"Western Africa";Nigeria;Borno;Gwoza;;Gwoza;11.084;13.6925;2;"Twitter; Vanguard (Nigeria)";"New media-National";"Around 27 June 2023 (as reported), Boko Haram [JAS Faction] fighters killed four members at Mandara mountains in Gwoza LGA (Borno) after they were accused of rebellion. The murdered fighters were killed for attempting to form a faction.";4;;1688417502
NIG31750;"23 June 2023";2023;1;"Political violence";Battles;"Armed clash";"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;"Islamic State (West Africa)";;2;22;;566;"Western Africa";Nigeria;Borno;Nganzai;;Gajiram;12.493;13.2091;2;"Sun (Nigeria); Twitter; Vanguard (Nigeria)";"New media-National";"On 23 June 2023, Boko Haram [JAS Faction] fighters on motorcycles ambushed two vehicles conveying ISWAP fighters and engaged them in an armed clash on the road between Gajiganna and Gajiram (Nganzai, Borno). Several Boko Haram fighters were killed, their rifles and motorcycles were seized by ISWAP. Fatalities coded as 10.";10;;1688417502
NIG31354;"18 May 2023";2023;1;"Political violence";Battles;"Armed clash";"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;"Civilian JTF: Civilian Joint Task Force";;3;23;;566;"Western Africa";Nigeria;Borno;Gwoza;;Kirawa;11.1854;13.8841;1;Twitter;"New media";"On 18 May 2023, Boko Haram [JAS faction] militants engaged Civilian JTF operatives who were escorting civilians to work in the fields in an armed clash at Kirawa (Gwoza, Borno). One Civilian JTF was killed after he ran out of ammunition and the militants beheaded him.";1;;1685381916
NIG31289;"29 April 2023";2023;1;"Strategic developments";"Strategic developments";"Looting/property destruction";"MNJTF: Multinational Joint Task Force";;8;"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;28;;566;"Western Africa";Nigeria;Borno;Mobbar;;Damasak;13.0977;12.4952;2;"Sun (Nigeria)";National;"Property destruction: On 29 April 2023, troops of MNJTF destroyed an operational base of Boko Haram [JAS faction] militants during patrols at Kangori village, located about 17km west of Damasak (Mobbar, Borno). 19 militants were also arrested.";0;;1684862429
NIG31174;"27 April 2023";2023;2;"Political violence";Battles;"Armed clash";"Military Forces of Nigeria (2015-2023)";"Civilian JTF: Civilian Joint Task Force";1;"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;12;;566;"Western Africa";Nigeria;Borno;Bama;;Gargash;11.4759;13.9743;1;"Guardian (Nigeria); Vanguard (Nigeria)";National;"Around 27 April 2023 (as reported), troops of 151 task force battalion, Operation Hadin Kai in collaboration with Civilian JTF and hybrid forces clashed with Boko Haram [JAS faction] militants when they invaded their hideouts in Gargash (Bama, Borno). An unspecified number of militants were killed, two aid workers who were abducted in 2022 were rescued, three vehicles, one with an anti aircraft gun were recovered. Other sources report that about 35 militants were killed.";35;;1686096183
NIG31066;"20 April 2023";2023;1;"Political violence";Battles;"Armed clash";"Military Forces of Nigeria (2015-2023)";"Civilian JTF: Civilian Joint Task Force";1;"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;12;;566;"Western Africa";Nigeria;Borno;Bama;;Bama;11.5221;13.6856;2;"Daily Champion";National;"On 20 April 2023, troops of 21 Armored Brigade of Operation Hadin Kai, 199 Special Forces Battalion and Civilian JTF clashed with dozens of Boko Haram [JAS] militants at Ukuba and Garin Glucose in Bama LGA (Borno). 9 militants were killed others escaped with bullet wounds, one truck and two 122 artillery guns were recovered by the troops, some women who were held by captive were rescued during the operations which lasted three days.";9;;1686096183
NIG31065;"19 April 2023";2023;1;"Political violence";Battles;"Armed clash";"Military Forces of Nigeria (2015-2023)";"Civilian JTF: Civilian Joint Task Force";1;"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;12;;566;"Western Africa";Nigeria;Borno;Bama;;Bama;11.5221;13.6856;2;"Daily Champion";National;"On 19 April 2023, troops of 21 Armored Brigade of Operation Hadin Kai, 199 Special Forces Battalion and Civilian JTF clashed with dozens of Boko Haram [JAS] militants at Izzah and Farisu in Bama LGA (Borno). 26 militants were killed at the two locations; one civilian JTF operative also died, several motorcycles, and anti-aircraft gun and rifles were recovered, some women who were held by captive were rescued during the operations which lasted three days.";27;;1686096183
NIG31064;"17 April 2023";2023;1;"Political violence";Battles;"Armed clash";"Military Forces of Nigeria (2015-2023)";"Civilian JTF: Civilian Joint Task Force";1;"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;12;;566;"Western Africa";Nigeria;Borno;Bama;;Garno;11.6608;14.045;2;"Daily Champion; Daily Trust (Nigeria)";National;"On 17 April 2023, troops of 21 Armored Brigade of Operation Hadin Kai, 199 Special Forces Battalion and Civilian JTF clashed with Boko Haram [JAS] militants during a clearance operation at Awulari and Garno (Bama, Borno). Three militants including a commander were killed at Alafa, some women who were held by captive were rescued during the operations which lasted three days.";3;;1686096183
NIG30893;"13 April 2023";2023;1;"Political violence";Battles;"Armed clash";"Military Forces of Nigeria (2015-2023)";;1;"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;12;;566;"Western Africa";Nigeria;Borno;Gwoza;;Pulka;11.1767;13.8256;1;Twitter;"New media";"On 13 April 2023, troops of Operation Hadin Kai intercepted and killed one Boko Haram [JAS faction] fighter at Pulka (Gwoza, Borno). One AK-47 rifle was recovered.";1;;1686096182
NIG30803;"04 April 2023";2023;1;"Political violence";Battles;"Armed clash";"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;"Military Forces of Nigeria (2015-2023)";"Civilian JTF: Civilian Joint Task Force";1;12;;566;"Western Africa";Nigeria;Borno;Gwoza;;Pulka;11.1767;13.8256;1;"Twitter; Vanguard (Nigeria)";"New media-National";"On 4 April 2023, Boko Haram militants [JAS faction] suspected to be from the camp of Ali Ngulde were engaged in an armed clash and repelled by Nigerian troops and Civilian JTF at Pulka (Gwoza, Borno) when they attempted to invade civilian quarters. Five militants were killed while the others fled.";5;;1686096182
NIG30815;"04 April 2023";2023;1;"Political violence";Battles;"Armed clash";"Military Forces of Nigeria (2015-2023)";"Civilian JTF: Civilian Joint Task Force";1;"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;12;;566;"Western Africa";Nigeria;Borno;Bama;;Bama;11.5221;13.6856;2;"Daily Trust (Nigeria); Twitter; Vanguard (Nigeria)";"New media-National";"On 4 April 2023, troops of 21 brigade of Operation Hadin Kai in collaboration with Civilian JTF clashed with Boko Haram [JAS faction] militants when they conducted clearance patrols at Garin Ba'aba on the fringes of Sambisa forest in Bama LGA (Borno). The troops outran the militants' camp and killed 18 of them.";18;;1686096182
NIG30792;"30 March 2023";2023;2;"Political violence";"Violence against civilians";"Abduction/forced disappearance";"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;"Civilians (Nigeria)";;7;27;"Civilian targeting";566;"Western Africa";Nigeria;Borno;Chibok;;Kuburmbula;10.8765;12.9241;1;Blueprint;National;"Around 30 March 2023 (as reported), Boko Haram militants [JAS faction] abducted two civilians from Kuburmbula (Chibok, Borno). The abductees were rescued by troops who were on a fighting patrol [no report of a clash].";0;;1681221316
NIG30708;"27 March 2023";2023;1;"Political violence";Battles;"Armed clash";"Military Forces of Nigeria (2015-2023)";"Civilian JTF: Civilian Joint Task Force; Hunters Group of Nigeria";1;"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;12;;566;"Western Africa";Nigeria;Borno;Mafa;;Gujuri;11.8053;13.6899;2;Twitter;"New media";"On 27 March 2023, troops of 112 task force battalion, 199 special force battalion, hunters and civilian JTF clashed with Boko Haram fighters [JAS faction] during a fighting patrol at Gavaya Modu, Gujuri, Daimalari and Dogumba villages (Mafa, Borno). Many militants were killed, fatalities coded as 10.";10;;1686096182
NIG30703;"25 March 2023";2023;1;"Political violence";Battles;"Armed clash";"Military Forces of Nigeria (2015-2023)";"Civilian JTF: Civilian Joint Task Force";1;"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;12;;566;"Western Africa";Nigeria;Borno;Bama;;"Bula Umar";11.4989;14.2351;1;"Daily Post (Nigeria); Inside Arewa (Nigeria); Twitter";"New media-National";"On 25 March 2023, troops of 21 Task Force Brigade and the Civilian JTF raided the camps of Boko Haram [JAS faction] militants and engaged them in an armed clash at Bula Umar (Bama, Borno), Bula Agaida, Bula Yaga, Bula Lambai, Kuluri and New Churchur [coded separately]. The troops discovered and destroyed a large camp, an unspecified number of militants were killed and one gun truck was recovered. Unknown fatalities assumed to be 3, split across 2 events and coded as 1.";1;;1686096182
NIG30704;"25 March 2023";2023;1;"Political violence";Battles;"Armed clash";"Military Forces of Nigeria (2015-2023)";"Civilian JTF: Civilian Joint Task Force";1;"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;12;;566;"Western Africa";Nigeria;Borno;Bama;;Bama;11.5221;13.6856;2;"Daily Post (Nigeria); Inside Arewa (Nigeria); Twitter";"New media-National";"On 25 March 2023, troops of 21 Task Force Brigade and the Civilian JTF raided the camps of Boko Haram militants and engaged them in an armed clash at Bula Agaida, Bula Yaga, Bula Lambai, Kuluri and New Churchur in Bama LGA (Borno), Bula Umar [coded separately]. The troops discovered and destroyed a large camp, an unspecified number of militants were killed and one gun truck was recovered. Unknown fatalities assumed to be 3, split across 2 events and coded as 2.";2;;1686096182
NIG30707;"25 March 2023";2023;1;"Political violence";Battles;"Armed clash";"Military Forces of Nigeria (2015-2023)";"Civilian JTF: Civilian Joint Task Force; Hunters Group of Nigeria";1;"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;12;;566;"Western Africa";Nigeria;Borno;Bama;;Bama;11.5221;13.6856;1;Twitter;"New media";"On 25 March 2023, troops of Operation Hadin Kai in collaboration with hunters and civilian JTF killed four Boko Haram [JAS faction] militants in the outskirts of Bama (Bama, Borno). One civilian JTF member was killed, weapons were recovered from the militants by the troops. Total 5 fatalities.";5;;1686096182
NIG30706;"24 March 2023";2023;1;"Political violence";Battles;"Armed clash";"Military Forces of Nigeria (2015-2023)";"Civilian JTF: Civilian Joint Task Force; Hunters Group of Nigeria";1;"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;12;;566;"Western Africa";Nigeria;Borno;Gwoza;;Beta;11.1587;13.4162;2;Twitter;"New media";"On 24 March 2023, troops of Operation Hadin Kaiin conjunction with civilian JTF and hunters ambushed and killed 4 Boko Haram [JAS faction] militants in the axis of Beta (Gwoza, Borno). The militants were suspected to be from Ali Ngulde camp, two of them were captured alive, three weapons were recovered by troops.";4;;1686096182
NIG30664;"21 March 2023";2023;1;"Political violence";Battles;"Armed clash";"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;"Military Forces of Nigeria (2015-2023)";;1;12;;566;"Western Africa";Nigeria;Borno;Bama;;Banki;11.2551;14.1482;1;"Twitter; Undisclosed Source";"Local partner-Other";"On 21 March 2023, Nigerian troops repelled an attack by Boko Haram [JAS faction] militants at Banki (Bama, Borno). The soldiers pursued the militants towards the forest and engaged them further in a clash. There were no casualties from the soldiers, the militants' casualties are unknown.";0;;1686096182
NIG30709;"18 March 2023";2023;1;"Political violence";Battles;"Armed clash";"Military Forces of Nigeria (2015-2023)";;1;"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;12;;566;"Western Africa";Nigeria;Borno;Gwoza;;Pulka;11.1767;13.8256;1;"Risk and Strategic Management, Corporation";"Local partner-International";"On 18 March 2023, troops of Operation Desert Sanity ambushed and clashed with Boko Haram militants in Pulka (Gwoza, Borno). An unspecified number of militants were killed, unknown fatalities coded as 3.";3;;1686096182
NIG30629;"16 March 2023";2023;1;"Strategic developments";"Strategic developments";"Looting/property destruction";"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;"Civilians (Nigeria)";;7;27;;566;"Western Africa";Nigeria;Borno;Biu;;Alagarno;10.8583;12.2005;1;Twitter;"New media";"Looting: On 16 March 2023, suspected Boko Haram militants [JAS Faction] stole a heard of goats in the bushes of Alagarno (Biu, Borno).";0;;1679938034
NIG30165;"03 March 2023";2023;1;"Political violence";Battles;"Armed clash";"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;22;;566;"Western Africa";Nigeria;Borno;Gwoza;;Gwoza;11.084;13.6925;2;Twitter;"New media";"On 3 March 2023, the current Amir Jaysh of Boko Haram [JAS Faction], Ali Ngulde of Mandara mountain killed his deputy over reasons which are unknown. Location coded to Gwoza (Gwoza, Borno).";1;;1678117764
NIG30197;"02 March 2023";2023;1;"Political violence";"Violence against civilians";"Abduction/forced disappearance";"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;"Civilians (Nigeria)";;7;27;"Civilian targeting";566;"Western Africa";Nigeria;Borno;Magumeri;;Ngamma;12.3526;12.6968;1;"Daily Leadership (Nigeria); Twitter";"New media-National";"On 2 March 2023, Boko Haram militants [JAS Faction] abducted seven persons from Ngamma (Magumeri, Borno). The abductees comprised of 3 men and 4 women, they were taken towards the axis of Gudumbali and an undisclosed amount was demanded from their relatives as ransom.";0;;1678117764
NIG30248;"01 March 2023";2023;2;"Political violence";Battles;"Armed clash";"Islamic State (West Africa)";;2;"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;22;;566;"Western Africa";Nigeria;Borno;Konduga;;Yale;11.6539;13.4137;1;Twitter;"New media";"Around 1 March 2023 (as reported), ISWAP fighters attacked a position of Boko Haram militants and engaged them in an armed clash at Yale village (Konduga, Borno). The ISWAP militants were led by a commander called Modu Bashir Okocha, 15 Boko Haram militants were killed, their weapons and motorcycles were seized.";15;;1678726478
NIG30249;"01 March 2023";2023;1;"Political violence";Battles;"Armed clash";"Islamic State (West Africa)";;2;"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;22;;566;"Western Africa";Nigeria;Borno;Konduga;;Konduga;11.6558;13.4213;2;Twitter;"New media";"On 1 March 2023, ISWAP fighters led by Ba'ana Chingori attacked and killed scores of Boko Haram [JAS Faction] militants in the Asinari, Ashanari and Masarmari in Konduga LGA (Borno). Fatalities coded as 20.";20;;1678726478
NIG30250;"27 February 2023";2023;2;"Political violence";Battles;"Armed clash";"Islamic State (West Africa)";;2;"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;22;;566;"Western Africa";Nigeria;Borno;Konduga;;Konduga;11.6558;13.4213;2;"Daily Trust (Nigeria); Twitter";"New media-National";"Around 27 February 2023 (as reported), ISWAP fighters clashed with Boko Haram [JAS Faction] fighters after they intercepted them at Choliye village in Konduga LGA (Borno). The Boko Haram fighters were fleeing the area with their families and 200 persons most of whom were women and children were killed.";200;;1678726478
NIG30184;"25 February 2023";2023;1;"Political violence";Battles;"Armed clash";"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;"Military Forces of Nigeria (2015-2023)";;1;12;;566;"Western Africa";Nigeria;Borno;Gwoza;;Gwoza;11.084;13.6925;2;"Daily Post (Nigeria); Daily Trust (Nigeria)";National;"On 25 February 2023, Boko Haram [JAS Faction] militants who attacked voters were engaged in an armed clash by soldiers in Gwoza LGA (Borno). The militants shot at the voters from the top of Mandara mountain, 5 voters consisting of two females and three males were wounded, the militants fled.";0;;1686096182
NIG29967;"15 February 2023";2023;1;"Political violence";Battles;"Armed clash";"Islamic State (West Africa)";;2;"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;22;;566;"Western Africa";Nigeria;Borno;Mafa;;Mafa;12.1;13.7;2;Twitter;"New media";"On 15 February 2023, ISWAP and Boko Haram [JAS faction] militants clashed at Boskoro village, between Dikwa and Mafa (Mafa, Borno). Many militants from both sides were killed, fatalities coded as 3.";3;;1676916122
NIG29968;"15 February 2023";2023;1;"Political violence";Battles;"Armed clash";"Islamic State (West Africa)";;2;"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;22;;566;"Western Africa";Nigeria;Borno;Damboa;;Damboa;11.156;12.7576;2;Twitter;"New media";"On 15 February 2023, ISWAP and Boko Haram [JAS faction] militants clashed at Wuyafchi village, Damboa LGA (Borno). 16 militants were killed.";16;;1676916122
NIG29982;"13 February 2023";2023;1;"Political violence";Battles;"Armed clash";"Military Forces of Nigeria (2015-2023)";"Civilian JTF: Civilian Joint Task Force; Hunters Group of Nigeria";1;"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;12;;566;"Western Africa";Nigeria;Borno;Bama;;Banki;11.2551;14.1482;1;Twitter;"New media";"On 13 February 2023, troops of 152 battalion Banki of Operation Hadin Kai in collaboration with Civilian JTF operatives and hunters ambushed Boko Haram [JAS faction] militants at Banki (Bama, Borno). 8 militants were killed, 6 rifles, two motorcycles and other items were recovered.";8;;1686096181
NIG29864;"10 February 2023";2023;1;"Political violence";Battles;"Armed clash";"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;"Islamic State (West Africa)";;2;22;;566;"Western Africa";Nigeria;Borno;Konduga;;Konduga;11.6558;13.4213;2;Twitter;"New media";"On 10 February 2023, Boko Haram [JAS faction] fighters ambushed ISWAP fighters in a reprisal attack at Burmari village in Konduga LGA (Borno). At least 6 ISWAP fighters were killed, the rest were forced to withdraw to Hasanari village in Konduga LGA.";6;;1676310649
NIG29980;"10 February 2023";2023;1;"Political violence";Battles;"Armed clash";"Military Forces of Nigeria (2015-2023)";"Civilian JTF: Civilian Joint Task Force";1;"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;12;;566;"Western Africa";Nigeria;Borno;Bama;;Bama;11.5221;13.6856;2;Twitter;"New media";"On 10 February 2023, troops of 21 Armored Brigade in collaboration with Civilian JTF operatives clashed with Boko Haram [JAS faction] operatives during an offensive patrol at Churchur, Mbaiwa and China in Bama LGA (Borno) and Kashimeri [coded separately] and other new established villages. 7 militants were killed, others fled and abandoned women, children and old persons who were rescued by the troops. The camps were set ablaze, 7 fatalities split across 2 events coded as 3.";3;;1686096181
NIG29981;"10 February 2023";2023;1;"Political violence";Battles;"Armed clash";"Military Forces of Nigeria (2015-2023)";"Civilian JTF: Civilian Joint Task Force";1;"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;12;;566;"Western Africa";Nigeria;Borno;Bama;;Kashimeri;11.6098;13.9592;1;Twitter;"New media";"On 10 February 2023, troops of 21 Armored Brigade in collaboration with Civilian JTF operatives clashed with Boko Haram [JAS faction] operatives during an offensive patrol in Kashimeri (Bama, Borno), Churchur, Mbaiwa and China [coded separately] and other new established villages. 7 militants were killed, others fled and abandoned women, children and old persons who were rescued by the troops. The camps were set ablaze, 7 fatalities split across 2 events coded as 4.";4;;1686096181
NIG29872;"09 February 2023";2023;1;"Political violence";Battles;"Armed clash";"Islamic State (West Africa)";;2;"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;22;;566;"Western Africa";Nigeria;Borno;Abadan;;Arege;13.4868;13.3296;1;"Sahara Reporters; Twitter";"New media-International";"On 9 February 2023, ISWAP militants attacked and clashed with rival Boko Haram [JAS faction] militants at Arege (Abadan, Borno). Several militants were killed, coded as 3.";3;;1676310649
NIG29888;"09 February 2023";2023;1;"Political violence";Battles;"Armed clash";"Islamic State (West Africa)";;2;"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;22;;566;"Western Africa";Nigeria;Borno;Konduga;;Konduga;11.6558;13.4213;2;Twitter;"New media";"On 9 February 2023, ISWAP fighters led by Ba'ana Chingori attacked the convoy of a newly appointed Boko Haram Amir and engaged them in an armed clash at Gulmari village in Konduga LGA (Borno). 15 Boko Haram fighters were killed, one of their gun trucks was seized while the Amir escaped.";15;;1676310649
NIG29890;"07 February 2023";2023;1;"Political violence";Battles;"Armed clash";"Islamic State (West Africa)";;2;"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;22;;566;"Western Africa";Nigeria;Borno;Damboa;;Damboa;11.156;12.7576;2;Twitter;"New media";"On 7 February 2023, ISWAP fighters clashed with rival Boko Haram [JAS faction] fighters at Kuwa Nguro and Ngoldiri villages in Damboa LGA (Borno). The clash lasted about 3 hours; scores of fighters from both sides were killed, coded as 20, many other fighters were wounded, some ammunition and motorcycles were seized from the JAS faction.";20;;1676310649
NIG29871;"06 February 2023";2023;1;"Political violence";Battles;"Armed clash";"Islamic State (West Africa)";;2;"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;22;;566;"Western Africa";Nigeria;Borno;Abadan;;"Tumbun Gini";13.4205;13.4136;1;Twitter;"New media";"On 6 February 2023, ISWAP fighters attacked and clashed with Boko Haram fighters who were moving towards the axis of Tumbun Gini (Abadan, Borno). Casualties are unknown.";0;;1676310649
NIG29771;"28 January 2023";2023;1;"Political violence";Battles;"Armed clash";"Military Forces of Nigeria (2015-2023)";;1;"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;12;;566;"Western Africa";Nigeria;Borno;Konduga;;Konduga;11.6558;13.4213;2;"Daily Post (Nigeria); Sahara Reporters; Twitter";"New media-National";"On 28 January 2023, troops of Operation Hadin Kai on fighting patrols clashed with Boko Haram [JAS faction] militants at Kayamari, Habasha and Yuwe in Konduga LGA (Borno). 32 militants including one commander were killed, the others fled and abandoned their weapons and properties. 50 bicycles were recovered and destroyed by the troops.";32;;1686096181
NIG29704;"22 January 2023";2023;1;"Political violence";Battles;"Armed clash";"Islamic State (West Africa)";;2;"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;22;;566;"Western Africa";Nigeria;Borno;Bama;;Bama;11.5221;13.6856;2;Twitter;"New media";"On 22 January 2023, ISWAP fighters attacked positions of Boko Haram [JAS faction] and engaged them in an armed clash during a reprisal attack at Mantari and Maimusari also called Gaizuwa in Bama LGA (Borno). Several fighters were killed and their makeshift homes were destroyed. Unknown fatalities coded as 3.";3;;1675102875
NIG29732;"21 January 2023";2023;1;"Political violence";Battles;"Armed clash";"Military Forces of Nigeria (2015-2023)";"Civilian JTF: Civilian Joint Task Force";1;"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;12;;566;"Western Africa";Nigeria;Borno;Gwoza;;"Sambisa Forest Reserve";11.25;13.4167;2;Twitter;"New media";"On 21 January 2023, troops of Operation Hadin Kai in collaboration with Civilian JTF operatives intercepted and killed one Boko Haram [JAS faction] militant between the border between Nigeria and Cameroon, coded to Sambisa Forest Reserve (Gwoza, Borno) where the militants were headed. One other militant was arrested, some food items that they had purchased were recovered by the troops.";1;;1686096181
NIG29657;"15 January 2023";2023;1;"Political violence";Battles;"Armed clash";"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;"MNJTF: Multinational Joint Task Force";;8;28;;566;"Western Africa";Nigeria;Borno;Monguno;;Monguno;12.6786;13.6079;1;"Inside Arewa (Nigeria); Vanguard (Nigeria)";National;"On 15 January 2023, MNJTF troops repelled the Boko Haram (JAS) fighters' attack on their base in the Bakassi area, Monguno (Monguno, Borno). The troops engaged the militia in gun fights and killed scores of their fighters. An AK-47 rifle with two loaded magazines, including mobile phones and five new motorcycles, were recovered from the Militia. Scores fatalities coded as 20.";20;;1674503639
NIG29473;"08 January 2023";2023;1;"Political violence";Battles;"Armed clash";"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;"Islamic State (West Africa)";;2;22;;566;"Western Africa";Nigeria;Borno;Abadan;;"Tumbun Gini";13.4205;13.4136;2;"Guardian (Nigeria); Nigeria Punch; Twitter";"New media-National";"On 8 January 2023, Boko Haram [JAS] fighters attacked and dislodged ISWAP fighters from their enclaves in the North of Kayowa and Tumbun Gini (Abadan, Borno). Boko Haram killed about 35 ISWAP fighters and seized their major market in Tumbun Gini. Some ammunition and a large cache of weapons were also seized in the clash, which was part of a sustained Boko Haram attack on ISWAP in the Sambisa forest and Lake Chad. 35 fatalities reported.";35;;1673899226
NIG29475;"08 January 2023";2023;2;"Political violence";"Violence against civilians";"Abduction/forced disappearance";"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;"Civilians (Nigeria)";"Women (Nigeria)";7;27;"Civilian targeting";566;"Western Africa";Nigeria;Borno;Abadan;;Kaula;13.4966;13.3862;1;"Guardian (Nigeria); Twitter";"New media-National";"Around 8 January 2023 (as reported), Boko Haram (JAS) abducted four teenage girls suspected to be wives of the ISWAP at Kaula village, Kaula (Abadan, Borno). The girls fled after ISWAP fighters were defeated in the North of Kayowa and Tumbun Gini.";0;"women targeted: girls";1673899226
NIG29498;"08 January 2023";2023;2;"Political violence";Battles;"Armed clash";"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;"Islamic State (West Africa)";;2;22;;566;"Western Africa";Nigeria;Borno;Marte;;Marte;12.3611;13.8246;2;Twitter;"New media";"Around 8 January 2023 (as reported), Boko Haram (JAS) and ISWAP fighters clashed in Tamfalla, coded to Marte (Marte, Borno). Three ISWAP commanders, including Commander Hakilu, Musa Malmat, and Malam Ba'ana, escaped the death and fled the Boko Haram onslaught. No fatality reported";0;;1673899226
NIG29499;"08 January 2023";2023;2;"Political violence";Battles;"Armed clash";"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;"Islamic State (West Africa)";;2;22;;566;"Western Africa";Nigeria;Borno;Abadan;;Kangarwa;13.3301;13.4608;2;"Guardian (Nigeria); Nigeria Punch; Twitter";"New media-National";"Around 8 January 2023, Boko Haram (JAS) pursued the fleeing ISWAP fighters towards the South of Kangarwa and Dogon Chuku in the Baga area, coded to Kangararwa (Abadan, Borno). ISWAP fighters fled the Boko Haram assaults, and many of them were further killed as they fled. Fatalities coded as 3.";3;;1673899226
NIG29442;"02 January 2023";2023;1;"Political violence";Battles;"Armed clash";"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;"Islamic State (West Africa)";;2;22;;566;"Western Africa";Nigeria;Borno;Bama;;Bama;11.5221;13.6856;2;Twitter;"New media";"On 2 January 2023, Boko Haram [JAS] fighters clashed with ISWAP fighters at Garin Ba'aba in Bama LGA (Borno). An unspecified number of fighters were killed, coded as 3.";3;;1673311013
NIG29372;"01 January 2023";2023;1;"Political violence";Battles;"Armed clash";"Military Forces of Nigeria (2015-2023)";"Civilian JTF: Civilian Joint Task Force";1;"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;12;;566;"Western Africa";Nigeria;Borno;Konduga;;Konduga;11.6558;13.4213;1;Twitter;"New media";"On 1 January 2023, troops of 222 batallion Konduga in collaboration with Civilian JTF operatives intercepted and clashed Boko Haram [JAS] militants at Konduga (Konduga, Borno). Two militants were killed.";2;;1686096181
