event_id_cnty;event_date;year;time_precision;disorder_type;event_type;sub_event_type;actor1;assoc_actor_1;inter1;actor2;assoc_actor_2;inter2;interaction;civilian_targeting;iso;region;country;admin1;admin2;admin3;location;latitude;longitude;geo_precision;source;source_scale;notes;fatalities;tags;timestamp
NIG16558;"15 March 2020";2020;1;"Political violence";Battles;"Armed clash";"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;"Military Forces of Nigeria (2015-2023)";;1;12;;566;"Western Africa";Nigeria;Borno;Bama;;Banki;11.2551;14.1482;2;"AFP; Desert Herald; Legit; Premium Times (Nigeria)";National-International;"On 15 March 2020, Boko Haram (JAS) ambushed troops of the Nigerian Armed Forces near Banki (Borno, Bama LGA) and killed 6 soldiers.";6;;1686096164
NIG16474;"01 March 2020";2020;1;"Political violence";Battles;"Armed clash";"Military Forces of Nigeria (2015-2023)";;1;"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;12;;566;"Western Africa";Nigeria;Borno;Gwoza;;Fadagwe;11.1167;13.6167;1;"Blueprint; Daily Trust (Nigeria); Nigeria Punch; Sun (Nigeria); Vanguard (Nigeria)";National;"On 1 March 2020, Nigerian Armed Forces clashed with Boko Haram (JAS) at Fadagwe Muni (Gwoza, Borno). 1 BH fighter was killed and several injured.";1;;1686096164
NIG16471;"27 February 2020";2020;1;"Political violence";Battles;"Armed clash";"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;"Military Forces of Nigeria (2015-2023)";;1;12;;566;"Western Africa";Nigeria;Adamawa;Michika;;Kopa;10.7447;13.3325;1;"Blueprint; Daily Trust (Nigeria); Nigeria Punch; Sun (Nigeria); Vanguard (Nigeria)";National;"On 27 February 2020, Nigerian Armed Forces clashed with Boko Haram (JAS) militants at Kopa (Michika LGA, Adamawa). BH withdrew and three captives were rescued.";0;;1686096164
NIG16446;"26 February 2020";2020;1;"Political violence";"Violence against civilians";"Abduction/forced disappearance";"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;"Civilians (Nigeria)";"Civilian JTF: Civilian Joint Task Force";7;27;"Civilian targeting";566;"Western Africa";Nigeria;Borno;Chibok;;"Bombula Bula-Fali";10.8929;12.6858;1;"Sun (Nigeria); Vanguard (Nigeria); Premium Times (Nigeria); Nigeria Punch; Desert Herald; Nigerian Eye; Legit; The Cable (Nigeria)";National;"On 26 February 2020, Boko Haram (JAS) attacked Bambula (Chibok LGA, Borno), destroyed property and abducted an unreported number of residents. Among them was the head of the local Civilian-JTF.";0;;1617065401
NIG16473;"26 February 2020";2020;1;"Political violence";Battles;"Armed clash";"Military Forces of Nigeria (2015-2023)";"Civilian JTF: Civilian Joint Task Force";1;"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;12;;566;"Western Africa";Nigeria;Borno;Bama;;Bama;11.5221;13.6856;2;"Blueprint; Daily Trust (Nigeria); Nigeria Punch; Sun (Nigeria); Vanguard (Nigeria)";National;"On 26 February 2020, Nigerian Armed Forces, supported by the Civilian JTF, clashed with Boko Haram (JAS) militants during clearance operations in Bula Gudi and Safa (Bama. Borno). 2 BH fighters were killed and 16 captives rescued.";2;;1686096164
NIG16478;"26 February 2020";2020;2;"Political violence";Battles;"Armed clash";"Military Forces of Nigeria (2015-2023)";;1;"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;12;;566;"Western Africa";Nigeria;Borno;Damboa;;Njaba;11.1362;12.9533;1;"Nigeria Punch; Sun (Nigeria); Vanguard (Nigeria)";National;"Around 26 February 2020, Nigerian Armed Forces clashed with Boko Haram (JAS) militants during clearance operations in Njaba (Damboa, Borno), NAF soldiers discovered an IED planted by BH.";0;;1686096164
NIG16470;"25 February 2020";2020;1;"Political violence";Battles;"Armed clash";"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;"Military Forces of Nigeria (2015-2023)";;1;12;;566;"Western Africa";Nigeria;Adamawa;Madagali;;Madagali;10.8864;13.63;2;"Blueprint; Daily Trust (Nigeria); Nigeria Punch; Sun (Nigeria); Vanguard (Nigeria)";National;"On 25 February 2020, Boko Haram (JAS) attacked a military post in Madagali LGA (Adamawa) and were repelled by Nigerian Armed Forces. 3 BH fighters were killed.";3;;1686096164
NIG16475;"25 February 2020";2020;1;"Political violence";Battles;"Armed clash";"Military Forces of Nigeria (2015-2023)";;1;"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;12;;566;"Western Africa";Nigeria;Borno;Gwoza;;Guva;11.0991;13.7581;2;"Nigeria Punch; Sun (Nigeria); Vanguard (Nigeria)";National;"On 25 February 2020, Nigerian Armed Forces clashed with Boko Haram (JAS) militants during clearance operations along the Guva - Chinene road (Gwoza, Borno). 2 captives were rescued.";0;;1686096164
NIG16390;"21 February 2020";2020;1;"Political violence";Battles;"Armed clash";"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;"Military Forces of Nigeria (2015-2023)";;1;12;;566;"Western Africa";Nigeria;Adamawa;Gombi;;Garkida;10.405;12.5669;1;"AFP; Daily Post (Nigeria); Guardian (Nigeria); Inside Arewa (Nigeria); Legit; New Telegraph; Nigeria Herald; Nigeria Punch; Sun (Nigeria)";National-International;"On 21 February 2020, Boko Haram (JAS) attacked Garkida (Gombi LGA, Adamawa), shot around, looted shops and clashed with Nigerian Armed Forces. 2 soldiers were killed.";2;;1686096164
NIG16303;"09 February 2020";2020;1;"Political violence";Battles;"Armed clash";"Military Forces of Nigeria (2015-2023)";"Civilian JTF: Civilian Joint Task Force";1;"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;12;;566;"Western Africa";Nigeria;Borno;Damboa;;Njaba;11.1362;12.9533;1;"Guardian (Nigeria); Sun (Nigeria)";National;"On 9 February 2020, Nigerian Armed Forces and Civilian-JTF encountered Boko Haram (JAS) at Njaba (Damboa, Borno). In the clashes, several BH fighters were killed. Unknown number of fatalities coded as 10.";10;;1686096164
NIG16304;"09 February 2020";2020;1;"Political violence";Battles;"Armed clash";"Military Forces of Nigeria (2015-2023)";;1;"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;12;;566;"Western Africa";Nigeria;Borno;Gwoza;;Pulka;11.1767;13.8256;1;"Guardian (Nigeria); Sun (Nigeria)";National;"On 9 February 2020, Boko Haram (JAS) attacked a position of the Nigerian Armed Forces in Pulka (Gwoza, Borno) and were repelled by NAF. 1 BH fighter was killed.";1;;1686096164
NIG16244;"31 January 2020";2020;1;"Strategic developments";"Strategic developments";"Looting/property destruction";"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;"Civilians (Nigeria)";"Health Workers (Nigeria)";7;27;;566;"Western Africa";Nigeria;Borno;"Askira Uba";;Kilangar;10.7058;12.7626;1;"Daily Post (Nigeria); Nigeria Punch; AFP";National-International;"On 31 January 2020, presumed Boko Haram (JAS) looted and burnt a health post in Kilangar (Askira/Uba, Borno).";0;;1618511522
NIG16240;"27 January 2020";2020;1;"Political violence";Battles;"Armed clash";"Military Forces of Nigeria (2015-2023)";;1;"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;12;;566;"Western Africa";Nigeria;Borno;Gwoza;;Kirawa;11.1854;13.8841;1;"Guardian (Nigeria); Nigeria Herald; Vanguard (Nigeria)";National;"On 27 January 2020, Nigerian Armed Forces ambushed Boko Haram (JAS) at Kirawa (Gwoza, Borno) and killed 2 BH fighters.";2;;1686096164
NIG16142;"24 January 2020";2020;1;"Political violence";Battles;"Armed clash";"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;"Military Forces of Nigeria (2015-2023)";;1;12;;566;"Western Africa";Nigeria;Borno;Bama;;Banki;11.2551;14.1482;2;"Daily Post (Nigeria); Daily Trust (Nigeria); Sun (Nigeria); Vanguard (Nigeria)";National;"On 24 January 2020, Nigerian Armed Forces cleared a Boko Haram (JAS) ambush between Firgi and Banki (Bama, Borno). 2 BH fighters were killed.";2;;1686096164
NIG16120;"20 January 2020";2020;1;"Political violence";Battles;"Armed clash";"Military Forces of Nigeria (2015-2023)";"Civilian JTF: Civilian Joint Task Force; Military Forces of Cameroon (1982-)";1;"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;12;;566;"Western Africa";Nigeria;Borno;Bama;;Abbaram;11.6855;13.7607;1;"Daily Post (Nigeria); Daily Trust (Nigeria); Sun (Nigeria); Vanguard (Nigeria)";National;"On 20 January 2020, Nigerian Armed Forces, Cameroon Armed Forces and Civilian JTF clashed with Boko Haram (JAS) at Abbaram, Nguzuwa and Cina in Bama (Bama, Borno). 5 BH fighters were killed and abducted civilians rescued. Fatalities split between 2 events.";2;;1686096164
NIG16121;"20 January 2020";2020;1;"Political violence";Battles;"Armed clash";"Military Forces of Nigeria (2015-2023)";"Civilian JTF: Civilian Joint Task Force; Military Forces of Cameroon (1982-)";1;"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;12;;566;"Western Africa";Nigeria;Borno;Bama;;Bama;11.5221;13.6856;2;"Daily Post (Nigeria); Daily Trust (Nigeria); Sun (Nigeria); Vanguard (Nigeria)";National;"On 20 January 2020, Nigerian Armed Forces, Cameroon Armed Forces and Civilian JTF clashed with Boko Haram (JAS) at Abbaram. Other villages include Nguzuwa and Cina (Bama LGA, Borno, no locations found coded as Bama (Borno, Bama)). 5 BH fighters were killed and abducted civilians rescued. Fatalities split between 2 events.";3;;1686096164
NIG16111;"19 January 2020";2020;1;"Strategic developments";"Strategic developments";"Non-violent transfer of territory";"Military Forces of Nigeria (2015-2023)";"Civilian JTF: Civilian Joint Task Force; Military Forces of Cameroon (1982-)";1;"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;12;;566;"Western Africa";Nigeria;Borno;Bama;;Bama;11.5221;13.6856;2;"Daily Post (Nigeria); Daily Trust (Nigeria); Sun (Nigeria); Vanguard (Nigeria)";National;"On 19 January 2020, Nigerian Armed Forces, Cameroon Armed Forces, Civilian JTF and local militias cleared Gabchari and Gremari. Other villages include Maluborin and Kanari (Bama, Borno) from Boko Haram (JAS).";0;;1686096164
NIG16115;"19 January 2020";2020;1;"Strategic developments";"Strategic developments";"Non-violent transfer of territory";"Military Forces of Nigeria (2015-2023)";"Civilian JTF: Civilian Joint Task Force; Military Forces of Cameroon (1982-)";1;"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;12;;566;"Western Africa";Nigeria;Borno;Konduga;;Gabchari;11.6169;13.6561;1;"Daily Post (Nigeria); Daily Trust (Nigeria); Sun (Nigeria); Vanguard (Nigeria)";National;"On 19 January 2020, Nigerian Armed Forces, Cameroon Armed Forces, Civilian JTF and local militias cleared Gabchari, Maluborin, Gremari, and Kanari (Konduga, Borno) from Boko Haram (JAS).";0;;1686096164
NIG16117;"19 January 2020";2020;1;"Strategic developments";"Strategic developments";"Non-violent transfer of territory";"Military Forces of Nigeria (2015-2023)";"Civilian JTF: Civilian Joint Task Force; Military Forces of Cameroon (1982-)";1;"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;12;;566;"Western Africa";Nigeria;Borno;Bama;;Gremari;11.6605;13.6917;1;"Daily Post (Nigeria); Daily Trust (Nigeria); Sun (Nigeria); Vanguard (Nigeria)";National;"On 19 January 2020, Nigerian Armed Forces, Cameroon Armed Forces, Civilian JTF and local militias cleared Gabchari, Maluborin, Gremari, and Kanari (Bama, Borno) from Boko Haram (JAS).";0;;1686096164
NIG16104;"18 January 2020";2020;1;"Political violence";Battles;"Armed clash";"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;"Military Forces of Nigeria (2015-2023)";;1;12;;566;"Western Africa";Nigeria;Borno;Bama;;Banki;11.2551;14.1482;1;"Nigeria Punch; Vanguard (Nigeria)";National;"On 18 January 2020, presumed Boko Haram (JAS) fighters attacked a military position at Banki (Bama, Borno) and killed 4 soldiers of Nigerian Armed Forces. An unreported number of soldiers were abducted and equipment stolen.";4;;1686096164
NIG16109;"18 January 2020";2020;1;"Political violence";Battles;"Armed clash";"Military Forces of Nigeria (2015-2023)";"Civilian JTF: Civilian Joint Task Force";1;"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;12;;566;"Western Africa";Nigeria;Borno;Gwoza;;Warabe;11.2437;13.6697;1;"Daily Post (Nigeria); Daily Trust (Nigeria); Sun (Nigeria); Vanguard (Nigeria)";National;"On 18 January 2020, Nigerian Armed Forces and Civilian JTF cleared an ambush of Boko Haram (JAS) at Warabe (Gwoza, Borno) and killed 2 BH fighters in the battle.";2;;1686096164
NIG16098;"17 January 2020";2020;1;"Political violence";Battles;"Armed clash";"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;"Military Forces of Nigeria (2015-2023)";;1;12;;566;"Western Africa";Nigeria;Borno;Bama;;Bama;11.5221;13.6856;2;"Daily Trust (Nigeria); Defense Post; Nigeria Punch; Vanguard (Nigeria)";Other-National;"On 17 January 2020, presumed Boko Haram (JAS) fighters attacked a military checkpoint at Firgi in Bama LGA (Borno) and killed 13 soldiers of the Nigerian Armed Forces. Several soldiers were reported injured.";13;;1686096164
NIG16096;"15 January 2020";2020;1;"Political violence";Battles;"Armed clash";"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;"Islamic State (West Africa) - Lake Chad Faction";;2;22;;566;"Western Africa";Nigeria;Borno;Abadan;;Abadam;13.6169;13.2644;2;"Vanguard (Nigeria); Nigeria Punch";National;"On 15 January 2020, Boko Haram (JAS) attacked a camp of ISWAP in Sunnawa (Abadam LGA, Borno; no location found, coded as Abadam (Borno)) to reclaim women that were previously kidnapped by ISWAP. An unreported number of fighters were killed. Unknown number of fatalities coded as 10.";10;;1618566412
NIG16012;"07 January 2020";2020;2;"Strategic developments";"Strategic developments";"Non-violent transfer of territory";"Military Forces of Nigeria (2015-2023)";"Civilian JTF: Civilian Joint Task Force; Military Forces of Cameroon (1982-)";1;"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;12;;566;"Western Africa";Nigeria;Borno;Gwoza;;Gwoza;11.084;13.6925;2;"Sun (Nigeria); Vanguard (Nigeria)";National;"Around 7 January 2020, Nigerian Armed Forces, in cooperation with Cameroon Army and CJTF cleared a camp of Boko Haram (JAS) in the Ungwan Gara Kwatara mountains in Gowza area (Borno). BH fighters withdrew without fighting and 5 captives were rescued.";0;;1686096164
NIG15972;"02 January 2020";2020;1;"Political violence";Battles;"Armed clash";"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;"Military Forces of Nigeria (2015-2023)";;1;12;;566;"Western Africa";Nigeria;Adamawa;Michika;;Michika;10.6159;13.3849;1;"Daily Post (Nigeria); Daily Trust (Nigeria); Nigeria Punch; Sun (Nigeria)";National;"On 2 January 2020, Boko Haram (JAS) attacked Michika (Michika, Adamaya) and were repelled by Nigerian Armed Forces. 4 BH fighter were killed.";4;;1686096164
NIG15978;"02 January 2020";2020;1;"Political violence";Battles;"Armed clash";"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;"Military Forces of Nigeria (2015-2023)";;1;12;;566;"Western Africa";Nigeria;Adamawa;Michika;;Kopa;10.7447;13.3325;2;"Vanguard (Nigeria)";National;"On 2 January 2020, Nigerian Armed Forces were ambushed by Boko Haram (JAS) on their way to Kopa (Michika, Adamaya), that was under attack. 4 BH fighters were killed and 2 soldiers wounded across the two clashes (fatalities split between 2 events).";2;;1686096164
NIG15979;"02 January 2020";2020;1;"Political violence";Battles;"Armed clash";"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;"Military Forces of Nigeria (2015-2023)";;1;12;;566;"Western Africa";Nigeria;Adamawa;Michika;;Kopa;10.7447;13.3325;1;"Vanguard (Nigeria)";National;"On 2 January 2020, Boko Haram (JAS) attacked Kopa (Michika, Adamaya) and clashed with Nigerian Armed Forces that already came under attack on their way to the village. 4 BH fighters were killed and 2 soldiers wounded across the two clashes (fatalities split between 2 events).";2;;1686096164
NIG15938;"24 December 2019";2019;1;"Political violence";Battles;"Armed clash";"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;"Korongelen Communal Militia (Nigeria)";;4;24;;566;"Western Africa";Nigeria;Borno;Chibok;;"Korongelen Bula Dun*";10.8549;12.7157;1;"Daily Trust (Nigeria)";National;"On 24 December 2019, presumed Boko Haram (JAS) attacked Korongelen (Chibok, Borno) and overpowered the local militias. 5 people were killed and abducted an unreported number of residents.";5;;1617065405
NIG15933;"23 December 2019";2019;1;"Political violence";Battles;"Armed clash";"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;"Military Forces of Nigeria (2015-2023)";;1;12;;566;"Western Africa";Nigeria;Borno;Gwoza;;Pulka;11.1767;13.8256;1;"Vanguard (Nigeria)";National;"On 23 December 2019, Boko Haram (JAS) attacked a position of the Nigerian Armed Forces in Pulka (Gwoza, Borno) and got engaged in a gun battle. 4 BH fighters, including a suicide bomber, were killed.";4;;1686096164
NIG28107;"10 December 2019";2019;1;"Political violence";Battles;"Armed clash";"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;"Military Forces of Nigeria (2015-2023)";;1;12;;566;"Western Africa";Nigeria;Borno;Jere;;"Muna Garage Camp";11.8731;13.2505;2;"Risk and Strategic Management, Corporation";"Local partner-International";"On 10 December 2019, Boko Haram militants [presumed JAS] clashed with Nigerian troops at Galmari area, Muna Garage Camp (Jere, Borno). There were no casualties.";0;;1686096179
NIG15836;"08 December 2019";2019;2;"Political violence";Battles;"Armed clash";"Military Forces of Nigeria (2015-2023)";;1;"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;12;;566;"Western Africa";Nigeria;Borno;Bama;;Bama;11.5221;13.6856;2;"Vanguard (Nigeria)";National;"Around 8 December 2019, Nigerian Armed Forces conducted clearance operations against Boko Haram (JAS) camps in Mantari (Bama, Borno), Malam Masari and Gabchari villages in Bama LGA. 1 BH fighter was killed (coded at Malam Masari) and 31 abducted civilians rescued.";1;;1686096164
NIG15837;"08 December 2019";2019;2;"Political violence";Battles;"Armed clash";"Military Forces of Nigeria (2015-2023)";;1;"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;12;;566;"Western Africa";Nigeria;Borno;Konduga;;Gabchari;11.6169;13.6561;1;"Vanguard (Nigeria)";National;"Around 8 December 2019, Nigerian Armed Forces conducted clearance operations against Boko Haram (JAS) camps in Mantari (coded at Bama (Bama, Borno)), Malam Masari and Gabchari villages in Bama LGA. Arounde BH fighter was killed (coded at Malam Masari) and 31 abducted civilians rescued.";0;;1686096164
NIG15838;"08 December 2019";2019;2;"Political violence";Battles;"Armed clash";"Military Forces of Nigeria (2015-2023)";;1;"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;12;;566;"Western Africa";Nigeria;Borno;Bama;;"Malam Masari";11.6356;13.6779;1;"Vanguard (Nigeria)";National;"Around 8 December 2019, Nigerian Armed Forces conducted clearance operations against Boko Haram (JAS) camps in Mantari (coded at Bama(Bama, Borno)), Malam Masari and Gabchari villages in Bama LGA. Arounde BH fighter was killed (coded at Malam Masari) and 31 abducted civilians rescued.";0;;1686096164
NIG15843;"08 December 2019";2019;2;"Political violence";Battles;"Armed clash";"Military Forces of Nigeria (2015-2023)";;1;"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;12;;566;"Western Africa";Nigeria;Borno;Bama;;"Dar el Jamal";11.3265;13.9665;1;"Vanguard (Nigeria)";National;"Around 8 December 2019, Nigerian Armed Forces ambushed Boko Haram (JAS) in Darel Jamel (Bama, Borno) and killed one BH fighters. Several others escaped with injuries.";1;;1686096164
NIG15845;"08 December 2019";2019;2;"Political violence";Battles;"Armed clash";"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;"Military Forces of Nigeria (2015-2023)";;1;12;;566;"Western Africa";Nigeria;Borno;Gwoza;;Limankara;10.9805;13.6631;1;"Vanguard (Nigeria)";National;"Around 8 December 2019, presumed Boko Haram (JAS) militants attempted to overrun a position of the Nigerian Armed Forces at Limankara (Gwoza, Borno) but got repelled. Three BH fighters were killed.";3;;1686096164
NIG28102;"07 December 2019";2019;1;"Strategic developments";"Strategic developments";"Looting/property destruction";"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;"Civilians (Nigeria)";;7;27;;566;"Western Africa";Nigeria;Borno;Ngala;;Ngala;12.3377;14.1805;2;"Risk and Strategic Management, Corporation";"Local partner-International";"Property destruction: On 7 December 2019, Boko Haram militants [presumed JAS] burnt an unspecified number of vehicles when they attacked a convoy [presumed to be civilian] on transit in Ramin Aljanu, coded to Ngala LGA (Borno).";0;;1666026857
NIG15794;"01 December 2019";2019;1;"Political violence";Battles;"Armed clash";"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;"Military Forces of Nigeria (2015-2023)";;1;12;;566;"Western Africa";Nigeria;Borno;Gwoza;;Gwoza;11.084;13.6925;1;"Daily Post (Nigeria); Vanguard (Nigeria)";National;"On 1 December 2019, 2 presumed Boko Haram (JAS) suicide bombers attempted to enter Gwoza (Gwoza, Borno), but were shot dead by Nigerian Armed Forces before the bombs detonated.";2;;1686096164
NIG15789;"29 November 2019";2019;1;"Political violence";Battles;"Armed clash";"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;"Military Forces of Nigeria (2015-2023)";;1;12;;566;"Western Africa";Nigeria;Borno;"Askira Uba";;Lassa;10.6804;13.2732;1;"Nigeria Punch";National;"On 29 November 2019, presumed Boko Haram (JAS) raided Lassa (Askira/Uba, Borno) on search for food. Nigerian Armed Forces repelled the attack and killed three BH fighters. Three members of the community were injured.";3;;1686096164
NIG15773;"26 November 2019";2019;1;"Political violence";Battles;"Armed clash";"Military Forces of Nigeria (2015-2023)";"Civilian JTF: Civilian Joint Task Force";1;"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;12;;566;"Western Africa";Nigeria;Borno;Hawul;;"Sabon Gari";10.5726;12.1583;1;"Sun (Nigeria)";National;"On 26 November 2019, Nigerian Armed Forces and Civilian-JTF encountered Boko Haram (JAS) at Sabon Gari (Hawul, Borno) and got engaged in a battle. Three BH fighters were killed and equipment seized.";3;;1686096164
NIG15758;"22 November 2019";2019;1;"Political violence";Battles;"Armed clash";"Military Forces of Nigeria (2015-2023)";;1;"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;12;;566;"Western Africa";Nigeria;Borno;Gwoza;;Pulka;11.1767;13.8256;2;"Sun (Nigeria)";National;"On 22 November 2019, Nigerian Armed Forces attacked Boko Haram (JAS) on the Banki junction - Pulka road (Gwoza, Borno) resulting in three killed BH fighters.";3;;1686096164
NIG15753;"21 November 2019";2019;1;"Political violence";Battles;"Armed clash";"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;"Military Forces of Nigeria (2015-2023)";;1;12;;566;"Western Africa";Nigeria;Borno;Bama;;Banki;11.2551;14.1482;1;"Sun (Nigeria)";National;"On 21 November 2019, presumed Boko Haram (JAS) fighters attempted to attack a position of Nigerian Armed Forces in Banki (Bama, Borno), but got repelled. One BH fighter was killed in the battle.";1;;1686096164
NIG15720;"17 November 2019";2019;2;"Political violence";Battles;"Armed clash";"Military Forces of Nigeria (2015-2023)";;1;"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;12;;566;"Western Africa";Nigeria;Borno;Gwoza;;Gwoza;11.084;13.6925;2;"Sun (Nigeria)";National;"Around 17 November 2019, NAF conducted operations in Gwoza LGA (location not reported, coded as Gwoza (Gwoza, Borno)) and encountered Boko Haram (JAS), BH fighters fled with gunshot wounds and seven civilians were rescued.";0;;1686096164
NIG28076;"12 November 2019";2019;1;"Political violence";Battles;"Armed clash";"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;"Military Forces of Nigeria (2015-2023)";;1;12;;566;"Western Africa";Nigeria;Borno;Damboa;;"Nzuda Wuyaram";11.098;12.7161;2;"Risk and Strategic Management, Corporation";"Local partner-International";"On 12 November 2019, Nigerian troops repelled suspected Boko Haram militants [presumed JAS] who attacked civilians in Kachala Burari settlement in Nzuda Wuyaram ward (Damboa, Borno). Two people were killed in the attack.";2;;1686096179
NIG15631;"04 November 2019";2019;1;"Political violence";Battles;"Armed clash";"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;"Military Forces of Nigeria (2015-2023)";;1;12;;566;"Western Africa";Nigeria;Borno;Bama;;Banki;11.2551;14.1482;2;"Sun (Nigeria)";National;"On 4 November 2019, NAF soldiers killed a presumed Boko Haram (JAS) fighter in an encounter on the Bama-Banki road (Bama, Borno).";1;;1686096163
NIG28202;"23 October 2019";2019;1;"Political violence";Battles;"Armed clash";"Military Forces of Nigeria (2015-2023)";;1;"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;12;;566;"Western Africa";Nigeria;Borno;Bama;;Jakana;11.6651;14.041;1;"Risk and Strategic Management, Corporation";"Local partner-International";"On 23 October 2019, Nigerian troops clashed with suspected Boko Haram militants near a military base in Jakana (Bama, Borno). One soldier was injured and three civilians were killed.";3;;1686096179
NIG28196;"14 October 2019";2019;1;"Political violence";Battles;"Armed clash";"Military Forces of Nigeria (2015-2023)";;1;"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;12;;566;"Western Africa";Nigeria;Borno;Gubio;;Gubio;12.499;12.7848;2;"Risk and Strategic Management, Corporation";"Local partner-International";"On 14 October 2019, the Nigerian military claimed to have killed an unspecified number of Boko Haram militants in a clash at Gubio LGA (Borno). Unknown fatalities coded as 3.";3;;1686096179
NIG15499;"07 October 2019";2019;2;"Political violence";Battles;"Armed clash";"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;"Military Forces of Nigeria (2015-2023)";;1;12;;566;"Western Africa";Nigeria;Borno;Bama;;Bama;11.5221;13.6856;2;"Sun (Nigeria)";National;"Around 7 October 2019, NAF clashed with presumed Boko Haram (JAS) fighters in Firgi in Bama LGA (no location known, coded as Bama, Borno) and rescued three civilians kidnapped by BH.";0;;1686096163
NIG15452;"03 October 2019";2019;1;"Political violence";Battles;"Armed clash";"Military Forces of Nigeria (2015-2023)";;1;"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;12;;566;"Western Africa";Nigeria;Borno;Gwoza;;Pulka;11.1767;13.8256;1;"Daily Post (Nigeria)";National;"On 3 October 2019, Boko Haram (JAS) attacked a company in Pulka (Gwoza, Borno) and encountered a NAF unit. One BH fighter was killed.";1;;1686096163
NIG15456;"03 October 2019";2019;1;"Political violence";Battles;"Non-state actor overtakes territory";"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad";;2;"Military Forces of Nigeria (2015-2023)";;1;12;;566;"Western Africa";Nigeria;Borno;Chibok;;Mifah;10.9304;12.8129;2;"Daily Post (Nigeria)";National;"On 3 October 2019, Boko Haram (JAS) took over Mifah (Chibok, Borno) and set the village ablaze. NAF soldiers withdrew from the area.";0;;1686096163
